id,symbol,side,entry_rsi,volume_ratio,entry_time,exit_time,exit_reason,pnl_pct,pnl_amount,source,created_at,entry_price,exit_price,quantity,hold_minutes,entry_hour,day_of_week
84,SBIN,SHORT,84.56832801852642,1.7040910140067078,2026-04-20T11:00:00+05:30,2026-04-20T15:15:00+05:30,EOD square-off,0.973225097546747,141.04999999999882,backtest,2026-06-18 15:16:26,,,,,,
83,SBIN,SHORT,87.16541270094774,2.443561735704011,2026-04-20T09:15:00+05:30,2026-04-20T10:45:00+05:30,stop loss (-1.54%),-1.5446120298019264,-221.0,backtest,2026-06-18 15:16:26,,,,,,
186,HDFCBANK,LONG,25.028164675813372,4.818199495302424,2026-04-20T09:15:00+05:30,2026-04-20T10:15:00+05:30,RSI mid-line exit,0.6299609424215699,90.0,backtest,2026-06-18 15:16:33,,,,,,
52,RELIANCE,SHORT,70.0026868728379,1.6050638943580866,2026-04-16T15:15:00+05:30,2026-04-17T15:15:00+05:30,EOD square-off,-1.411694776729326,-209.0,backtest,2026-06-18 15:16:23,,,,,,
82,SBIN,SHORT,71.22613097346351,2.3930649847437406,2026-04-17T14:30:00+05:30,2026-04-17T15:15:00+05:30,EOD square-off,-0.046304871272457866,-6.5,backtest,2026-06-18 15:16:26,,,,,,
116,TCS,SHORT,81.2792568766335,3.5911096364836568,2026-04-16T09:15:00+05:30,2026-04-16T15:15:00+05:30,EOD square-off,0.5296323500985742,68.49999999999909,backtest,2026-06-18 15:16:28,,,,,,
185,HDFCBANK,LONG,28.862141878906,1.3505865915506643,2026-04-16T12:30:00+05:30,2026-04-16T15:15:00+05:30,EOD square-off,-0.3951577494825287,-56.69999999999959,backtest,2026-06-18 15:16:33,,,,,,
152,INFY,SHORT,79.59473150475151,5.014437365901146,2026-04-16T09:15:00+05:30,2026-04-16T13:00:00+05:30,RSI mid-line exit,1.1755840241145372,171.599999999999,backtest,2026-06-18 15:16:31,,,,,,
81,SBIN,SHORT,75.48650361162697,2.189327192951054,2026-04-15T09:15:00+05:30,2026-04-15T15:15:00+05:30,EOD square-off,1.1218318637181905,157.94999999999823,backtest,2026-06-18 15:16:25,,,,,,
115,TCS,SHORT,75.00918809093696,6.904510004979324,2026-04-15T09:15:00+05:30,2026-04-15T15:15:00+05:30,EOD square-off,-0.18051958245037142,-23.00000000000182,backtest,2026-06-18 15:16:28,,,,,,
151,INFY,SHORT,80.22843345597055,4.689225457894496,2026-04-15T09:15:00+05:30,2026-04-15T15:15:00+05:30,EOD square-off,0.9638005615845826,139.7000000000005,backtest,2026-06-18 15:16:30,,,,,,
51,RELIANCE,LONG,22.297420793760935,3.9241985625901084,2026-04-13T09:15:00+05:30,2026-04-13T15:15:00+05:30,EOD square-off,0.007610929294459932,1.0999999999989996,backtest,2026-06-18 15:16:23,,,,,,
114,TCS,LONG,29.85264748595401,1.524066992460858,2026-04-13T09:15:00+05:30,2026-04-13T15:15:00+05:30,EOD square-off,-0.523412650481137,-78.0,backtest,2026-06-18 15:16:28,,,,,,
150,INFY,LONG,24.857920138564296,1.8205627330545506,2026-04-13T09:15:00+05:30,2026-04-13T15:15:00+05:30,EOD square-off,0.47244094488188976,66.0,backtest,2026-06-18 15:16:30,,,,,,
184,HDFCBANK,LONG,24.50970820732236,3.459157998612767,2026-04-13T09:15:00+05:30,2026-04-13T13:45:00+05:30,RSI mid-line exit,0.9944891366314084,149.15000000000043,backtest,2026-06-18 15:16:33,,,,,,
80,SBIN,LONG,29.311780235603095,1.8662439001988744,2026-04-13T09:15:00+05:30,2026-04-13T12:00:00+05:30,RSI mid-line exit,1.2150433944069343,176.39999999999873,backtest,2026-06-18 15:16:25,,,,,,
79,SBIN,SHORT,70.60225320840236,1.0651990167509175,2026-04-10T13:45:00+05:30,2026-04-10T15:15:00+05:30,EOD square-off,0.07967380606457414,11.899999999998727,backtest,2026-06-18 15:16:25,,,,,,
113,TCS,LONG,25.607694700425682,3.2826135074564924,2026-04-10T09:30:00+05:30,2026-04-10T15:15:00+05:30,EOD square-off,0.5179282868525896,65.0,backtest,2026-06-18 15:16:28,,,,,,
149,INFY,LONG,26.13553587927707,4.1321978005829845,2026-04-10T09:15:00+05:30,2026-04-10T15:15:00+05:30,EOD square-off,-0.6997308727412463,-100.099999999999,backtest,2026-06-18 15:16:30,,,,,,
112,TCS,SHORT,70.95434491660889,1.687490441255429,2026-04-09T11:30:00+05:30,2026-04-09T14:15:00+05:30,RSI mid-line exit,0.49116293460184157,63.49999999999909,backtest,2026-06-18 15:16:28,,,,,,
148,INFY,LONG,28.381784431246018,1.4783267073149216,2026-04-09T09:30:00+05:30,2026-04-09T12:45:00+05:30,RSI mid-line exit,1.178617595620105,170.5,backtest,2026-06-18 15:16:30,,,,,,
50,RELIANCE,SHORT,80.93738711319675,2.74614387899506,2026-04-08T09:15:00+05:30,2026-04-08T15:15:00+05:30,EOD square-off,-0.5963918294319368,-88.0,backtest,2026-06-18 15:16:23,,,,,,
78,SBIN,SHORT,85.22127103723064,4.391468548849422,2026-04-08T09:15:00+05:30,2026-04-08T15:15:00+05:30,EOD square-off,0.4765909728062713,71.39999999999873,backtest,2026-06-18 15:16:25,,,,,,
111,TCS,SHORT,72.2260734855,4.373772993753176,2026-04-08T09:15:00+05:30,2026-04-08T15:15:00+05:30,EOD square-off,-0.6009898656610781,-76.49999999999864,backtest,2026-06-18 15:16:28,,,,,,
147,INFY,SHORT,70.98373596421952,2.6130435964798457,2026-04-08T09:15:00+05:30,2026-04-08T15:15:00+05:30,EOD square-off,-0.2530703386676659,-37.400000000001,backtest,2026-06-18 15:16:30,,,,,,
183,HDFCBANK,SHORT,81.74997046875838,5.585303768231895,2026-04-08T09:15:00+05:30,2026-04-08T15:15:00+05:30,EOD square-off,-1.48975791433892,-216.0,backtest,2026-06-18 15:16:33,,,,,,
110,TCS,SHORT,71.02327019822852,1.0406623171582108,2026-04-07T10:30:00+05:30,2026-04-07T15:15:00+05:30,EOD square-off,-1.3064085713147802,-164.0000000000009,backtest,2026-06-18 15:16:28,,,,,,
146,INFY,SHORT,71.45463862256463,1.9669040918822118,2026-04-07T11:15:00+05:30,2026-04-07T15:15:00+05:30,EOD square-off,-0.4121393780442113,-60.5,backtest,2026-06-18 15:16:30,,,,,,
49,RELIANCE,LONG,23.99437568835056,1.1573563135001577,2026-04-06T12:30:00+05:30,2026-04-06T15:15:00+05:30,EOD square-off,1.0601253578890386,150.7000000000005,backtest,2026-06-18 15:16:23,,,,,,
77,SBIN,SHORT,72.20551248088766,1.6021823719918298,2026-04-06T15:00:00+05:30,2026-04-06T15:15:00+05:30,EOD square-off,0.12564028220739873,18.199999999999363,backtest,2026-06-18 15:16:25,,,,,,
145,INFY,SHORT,74.31293826675467,2.286731919973794,2026-04-06T09:15:00+05:30,2026-04-06T15:15:00+05:30,EOD square-off,0.6234793187347966,90.2000000000005,backtest,2026-06-18 15:16:30,,,,,,
182,HDFCBANK,SHORT,73.04431595485342,2.12781381272276,2026-04-06T15:00:00+05:30,2026-04-06T15:15:00+05:30,EOD square-off,0.2006602369085466,29.450000000001296,backtest,2026-06-18 15:16:33,,,,,,
48,RELIANCE,LONG,27.387833098936582,1.5212202796252794,2026-04-06T09:30:00+05:30,2026-04-06T12:15:00+05:30,stop loss (-1.63%),-1.632498101746393,-236.5,backtest,2026-06-18 15:16:23,,,,,,
109,TCS,SHORT,71.0591752488372,1.8545130056538928,2026-04-02T13:15:00+05:30,2026-04-02T15:15:00+05:30,EOD square-off,0.012264922322166062,1.8000000000010914,backtest,2026-06-18 15:16:28,,,,,,
144,INFY,SHORT,71.05911706006638,2.0074777939296764,2026-04-02T14:00:00+05:30,2026-04-02T15:15:00+05:30,EOD square-off,-0.2317497103128621,-33.0,backtest,2026-06-18 15:16:30,,,,,,
