id,symbol,side,entry_rsi,volume_ratio,entry_time,exit_time,exit_reason,pnl_pct,pnl_amount,source,created_at,entry_price,exit_price,quantity,hold_minutes,entry_hour,day_of_week
86,SBIN,SHORT,70.06571181521603,1.2516133542710866,2026-04-27T09:15:00+05:30,2026-04-27T15:15:00+05:30,EOD square-off,-0.06749156355455568,-9.75,backtest,2026-06-18 15:16:26,,,,,,
54,RELIANCE,LONG,29.61592003647705,1.1127825206409963,2026-04-24T10:15:00+05:30,2026-04-24T15:15:00+05:30,EOD square-off,-0.3220250131056657,-47.2999999999995,backtest,2026-06-18 15:16:23,,,,,,
120,TCS,LONG,8.795092577176462,2.0912346621264604,2026-04-24T11:45:00+05:30,2026-04-24T15:15:00+05:30,EOD square-off,-0.3569057104913641,-51.599999999999454,backtest,2026-06-18 15:16:28,,,,,,
157,INFY,LONG,11.911390363148868,1.0928870743004204,2026-04-24T13:30:00+05:30,2026-04-24T15:15:00+05:30,EOD square-off,-0.43969307698940735,-61.20000000000164,backtest,2026-06-18 15:16:31,,,,,,
189,HDFCBANK,LONG,25.11596298089482,1.384012770102688,2026-04-24T09:15:00+05:30,2026-04-24T11:45:00+05:30,RSI mid-line exit,0.7626738447734469,113.05000000000086,backtest,2026-06-18 15:16:33,,,,,,
156,INFY,LONG,10.436542066680602,1.4876053780094773,2026-04-24T10:15:00+05:30,2026-04-24T11:30:00+05:30,stop loss (-1.54%),-1.5397559949516157,-219.59999999999945,backtest,2026-06-18 15:16:31,,,,,,
119,TCS,LONG,17.392158509720915,4.129380982148539,2026-04-24T09:15:00+05:30,2026-04-24T11:15:00+05:30,stop loss (-1.79%),-1.7901159736533612,-265.79999999999836,backtest,2026-06-18 15:16:28,,,,,,
155,INFY,LONG,15.194076521729542,6.438093987154624,2026-04-24T09:15:00+05:30,2026-04-24T10:00:00+05:30,stop loss (-1.91%),-1.9065698250247534,-277.1999999999989,backtest,2026-06-18 15:16:31,,,,,,
53,RELIANCE,LONG,25.70266427988588,1.422089113051719,2026-04-23T10:30:00+05:30,2026-04-23T15:15:00+05:30,EOD square-off,-0.215245305425656,-31.8999999999985,backtest,2026-06-18 15:16:23,,,,,,
85,SBIN,LONG,29.4379122174594,1.2903473924497137,2026-04-23T10:30:00+05:30,2026-04-23T15:15:00+05:30,RSI mid-line exit,-0.10491264881631991,-14.950000000001182,backtest,2026-06-18 15:16:26,,,,,,
154,INFY,LONG,29.46856798682613,2.0188419029098537,2026-04-23T09:15:00+05:30,2026-04-23T15:15:00+05:30,stop loss (-1.64%),-1.644841903545204,-226.6000000000015,backtest,2026-06-18 15:16:31,,,,,,
188,HDFCBANK,LONG,21.92498169387909,4.179185675665315,2026-04-23T09:15:00+05:30,2026-04-23T15:15:00+05:30,EOD square-off,-1.3341724354940243,-190.8000000000004,backtest,2026-06-18 15:16:33,,,,,,
118,TCS,LONG,16.803435141225705,2.071820170072355,2026-04-22T12:15:00+05:30,2026-04-22T15:15:00+05:30,EOD square-off,1.0965786745354493,137.5,backtest,2026-06-18 15:16:28,,,,,,
117,TCS,LONG,27.49698878042672,4.072254929059093,2026-04-22T09:15:00+05:30,2026-04-22T12:00:00+05:30,stop loss (-1.68%),-1.6792939154885573,-215.0,backtest,2026-06-18 15:16:28,,,,,,
153,INFY,LONG,22.188165483417322,5.4457576653778395,2026-04-22T09:15:00+05:30,2026-04-22T11:30:00+05:30,stop loss (-1.58%),-1.580100125156449,-222.2000000000005,backtest,2026-06-18 15:16:31,,,,,,
187,HDFCBANK,SHORT,73.65998978417309,1.0271704383494364,2026-04-21T12:00:00+05:30,2026-04-21T15:15:00+05:30,EOD square-off,-0.17271157167529944,-25.19999999999959,backtest,2026-06-18 15:16:33,,,,,,
